OFFICE TYPE,SITE NAME,ALTERNATIVE NAME,ADDRESS,SUBURB,STATE,POSTCODE,LATITUDE,LONGITUDE,OPEN,CLOSE,CLOSED FOR LUNCH,,
Access Point,Mingenew,,50 Midlands Road,Mingenew,WA,6522,-29.192,115.4419,,,,,
Agent,Minjilang,Croker Island,Lot 118 Madku Street,Minjilang,NT,822,-11.146327,132.578181,,,,,
Agent,Minlaton,,18 Fourth Street,Minlaton,SA,5575,-34.770594,137.595094,,,,,
Access Point,Mintabie,,Lot 268 Main St,Mintabie,SA,5724,-27.3141,133.2975,,,,,
Agent,Minyerri,Hodgson Downs,Hodgson Downs,Minyerri,NT,852,-15.221736,134.083308,,,,,
Access Point,Mirboo North,,88 Ridgway,Mirboo North,VIC,3871,-38.4021,146.1619,,,,,
Access Point,Mission Beach,,2018 Tully-Mission Beach Road,Mission Beach,QLD,4852,-17.8958,146.0914,,,,,
Access Point,Mitchell,,Cnr Mary Street and Dublin Street,Mitchell,QLD,4465,-26.485843,147.97929,,,,,
Agent,Monto,,7 Huxley Street,Monto,QLD,4630,-24.861477,151.123288,,,,,
Agent,Moora,,5/11 Dandaragan St,Moora,WA,6510,-30.6354,115.9953,,,,,
Agent,Moranbah,,9 Griffin Street,Moranbah,QLD,4744,-21.9998,148.0462,,,,,
Access Point,Morawa,,46 Winfield Street,Morawa,WA,6623,-29.211771,116.008919,,,,,
Access Point,Morgan,,Cnr 4th & 8th Street,Morgan,SA,5320,-34.0331,139.6687,,,,,
Agent,Mortlake,,103 Dunlop St,Mortlake,VIC,3272,-38.0809,142.8067,,,,,
Access Point,Morven,,62 Albert Street,Morven,QLD,4468,-26.4159,147.1129,,,,,
Agent,Mount Barker,,1 Lowood Road,Mount Barker,WA,6324,-34.6228,117.6606,,,,,
Agent,Mount Beauty,,1 Tennis Court Avenue,Mount Beauty,VIC,3699,-36.7409,147.1739,,,,,
Access Point,Mount Garnet,,65 Garnett Street,Mount Garnet,QLD,4872,-17.680138,145.122402,,,,,
Access Point,Mount Larcom,,47 Raglan Street,Mount Larcom,QLD,4695,-23.7968,150.9688,,,,,
Agent,Mount Magnet,Budemia,71 Hepburn Street,Mount Magnet,WA,6638,-28.0625,117.8499,,,,,
Agent,Mount Morgan,,1 Cornes Street,Mount Morgan,QLD,4714,-23.642391,150.389754,,,,,
Access Point,Moura,,Shop 2/39 Young Street,Moura,QLD,4718,-24.5723,149.973,,,,,
Access Point,Mowanjum,,Gibb River Road,Mowanjum,WA,6728,-17.355062,123.700252,,,,,
Agent,Mt Liebig,Watiyawanu,"Lot 86, 2 Wheeler Road",Mt Liebig,NT,872,-23.26606,131.272026,,,,,
Access Point,Mukinbudin,,8 White Street,Mukinbudin,WA,6479,-30.9157,118.2037,,,,,
Agent,Mulan,,Mulan Community,Mulan,WA,6770,-20.102018,127.595071,,,,,
Access Point,Mulga Queen,,Mulga Queen Community,Mulga Queen,WA,6440,-27.556877,122.040451,,,,,
Agent,Mullewa,,31 Jose Street,Mullewa,WA,6630,-28.539771,115.506795,,,,,
Agent,Mundubbera,,51 Lyons Street,Mundubbera,QLD,4626,-25.59117,151.29957,,,,,
Agent,Mungindi,,153 St George Street,Mungindi,NSW,2406,-28.981065,148.992997,,,,,
Agent,Murgon,,"Murgon Court House,    21 Taylor Street East",Murgon,QLD,4605,-26.246781,151.9443222,,,,,
Access Point,Murray Downs Station,Murray Downs Store,Murray Downs Station via,Murray Downs Station,NT,872,-21.042873,134.676472,,,,,
Agent,Murray Upper,Jumbun,183 Murray Falls Road,Murray Upper,QLD,4854,-18.128906,145.797885,,,,,
Agent,Murrin Bridge,,23 Nyampa St,Murrin Bridge,NSW,2672,-33.213446,146.372638,,,,,
Agent,Murrurundi,,113 Mayne Street,Murrurundi,NSW,2338,-31.7635,150.8357,,,,,
Agent,Mutitjulu,Ayers Rock,Mutitjulu Community Via,Mutitjulu,NT,872,-25.350882,131.067765,,,,,
Access Point,Myrtleford,,32 Smith St,Myrtleford,VIC,3737,-36.5595,146.7238,,,,,
Access Point,Nannup,,10 Warren Road,Nannup,WA,6275,-33.977,115.7654,,,,,
Access Point,Napranum,,123 Moingun Road,Napranum,QLD,4874,-12.683635,141.8883451,,,,,
Agent,Naracoorte,,71 Smith Street,Naracoorte,SA,5271,-36.956166,140.740582,,,,,
Access Point,Narembeen,,15 longhurst st,Narembeen,WA,6369,-32.0654,118.3948,,,,,
Agent,Narrandera,,39-51 East St,Narrandera,NSW,2700,-34.743,146.553,,,,,
Agent,Narrogin,,13 Clayton Street,Narrogin,WA,6312,-32.9345,117.179,,,,,
Agent,Narromine,,13 Burraway St,Narromine,NSW,2821,-32.234724,148.249339,,,,,
Access Point,Nathalia,,44 Blake Street,Nathalia,VIC,3638,-36.0578,145.2061,,,,,
Agent,Nauiyu,Daly River,Lot 124 Nauiyu Community,Nauiyu,NT,822,-13.751108,130.694176,,,,,
Access Point,Nepabunna,,"Arkaroola Road, Nepabunna Via",Nepabunna,SA,5732,-30.581634,138.979977,,,,,
Agent,New Mapoon,,42 Langhie-Draha Street,New Mapoon,QLD,4876,-10.86628,142.38639,,,,,
Agent,New Norfolk,,14 Bathurst St,New Norfolk,TAS,7140,-42.7802,147.0631,,,,,
Access Point,Newdegate,,Collier Street,Newdegate,WA,6355,-33.0913,119.017,,,,,
Access Point,Newstead,,45 Lyons Street,Newstead,VIC,3462,-37.1077,144.063,,,,,
Agent,Nganmarriyanga,Palumpa,Lot 79 Palumpa Community,Nganmarriyanga,NT,822,-14.352463,129.881952,,,,,
Agent,Ngukurr,Roper River,Lot 293 Ngukurr Community,Ngukurr,NT,852,-14.732018,134.734294,,,,,
Agent,Nhill,,47 Nelson Street,Nhill,VIC,3418,-36.3324,141.6505,,,,,
Agent,Nimbin,,71 Cullen Street,Nimbin,NSW,2480,-28.5973,153.225,,,,,
Agent,Norfolk Island,,115 Taylors Road,Norfolk Island,NSW,2899,-29.032848,167.949957,,,,,
Access Point,Normanville,Yankalilla,"Shop 2, 48 Main Road",Normanville,SA,5204,-35.44697,138.31753,,,,,
Agent,Norseman,,81 Roberts Street,Norseman,WA,6443,-32.197,121.7806,,,,,
Access Point,Northampton,,31 Robinson Street,Northampton,WA,6535,-28.349067,114.634636,,,,,
Access Point,Northcliffe,,Muirillup Road,Northcliffe,WA,6262,-34.6308,116.1196,,,,,
Agent,Nubeena,,1614 Nubeena Rd,Nubeena,TAS,7184,-43.1051,147.7437,,,,,
Agent,Nullagine,Irrungadji,39 Gallop Road,Nullagine,WA,6758,-21.888566,120.109554,,,,,
Agent,Numbulwar,Rose River,Lot 93-95,Numbulwar,NT,822,-14.278471,135.737746,,,,,
Agent,Nyirripi,Waite Creek,11 Yurrkarli Corner,Nyirripi,NT,872,-22.64893,130.55287,,,,,
Agent,Nyngan,,88 Pangee Street,Nyngan,NSW,2825,-31.5633,147.1965,,,,,
Agent,Oak Valley,,13-15 Kali Street,Oak Valley,SA,5690,-29.402235,130.740978,,,,,
Agent,Oberon,,12 Ross Street,Oberon,NSW,2787,-33.706,149.8616,,,,,
Agent,Omeo,,179 Day Ave,Omeo,VIC,3898,-37.0998,147.5927,,,,,
Access Point,Ongerup,,Jaekel Street,Ongerup,WA,6336,-33.9627,118.4882,,,,,
Agent,Onslow,,453a Beadon Creek Road,Onslow,WA,6710,-21.64674,115.124334,,,,,
Agent,Orbost,,21 Ruskin Street,Orbost,VIC,3888,-37.6922,148.4601,,,,,
Access Point,Ouyen,,28 Britt Street,Ouyen,VIC,3490,-35.073993,142.312761,,,,,
Access Point,Pandanus Park,Yurmulun,Great Northern Highway,Pandanus Park,WA,6728,-17.73689,123.659451,,,,,
Agent,Papulankutja,Blackstone,Lot 36 Papulankutja Rd,Papulankutja,WA,872,-25.997641,128.283439,,,,,
Agent,Papunya,Warumpi,"Lot 224, Papunya Via",Papunya,NT,872,-23.204713,131.913304,,,,,
Agent,Paraburdoo,Karingal Neighbourhood Centre,Lot 88 Anzac Road,Paraburdoo,WA,6754,-23.198406,117.672265,,,,,
Agent,Parnngurr,Cotton Creek,Parngurr Cotton Creek Community,Parnngurr,WA,6753,-22.815984,122.600402,,,,,
Access Point,Patjarr,Karylwara,"Lot 1, Patjarr Community Via",Patjarr,WA,872,-24.616455,126.314265,,,,,
Agent,Peak Hill,,88 Caswell St,Peak Hill,NSW,2869,-32.727306,148.188322,,,,,
Access Point,Pemberton,,29 Brockman St,Pemberton,WA,6260,-34.4463,116.0321,,,,,
Agent,Peppimenarti,,Lot 26 Peppimenarti Community,Peppimenarti,NT,822,-14.152929,130.078861,,,,,
Access Point,Perenjori,,Fowler Street,Perenjori,WA,6620,-29.4402,116.2855,,,,,
Agent,Peterborough,,209 Main Street,Peterborough,SA,5422,-32.973293,138.837958,,,,,
Agent,Picton,,62-64 Menangle Street,Picton,NSW,2571,-34.169,150.612,,,,,
Access Point,Pilliga,,60 Dangar Street,Pilliga,NSW,2388,-30.3515,148.8875,,,,,
Access Point,Pine Creek,,Lot 155 Railway Tce,Pine Creek,NT,847,-13.823155,131.836292,,,,,
Access Point,Pingrup,,2 Burston Street,Pingrup,WA,6343,-33.5343,118.5084,,,,,
Access Point,Pinnaroo,,19 Railway Terrace South,Pinnaroo,SA,5304,-35.260365,140.908035,,,,,
Agent,Pipalyatjara,,"Lot 221a, Pipalyatjara Community Via",Pipalyatjara,SA,872,-26.162156,129.170803,,,,,
Agent,Pirlangimpi,Pularumpi,Lot 187 Pirlangimpi Community,Pirlangimpi,NT,822,-11.405711,130.419044,,,,,
Agent,Point Pearce,Maitland,65 Parrys Terrace,Point Pearce,SA,5573,-34.415191,137.503242,,,,,
Access Point,Pomona,,1 Memorial Ave,Pomona,QLD,4568,-26.363,152.856,,,,,
Access Point,Pooncarie,,Tarcoola Street,Pooncarie,NSW,2648,-33.3899,142.5691,,,,,
Agent,Pormpuraaw,Edward River,Lot 105 Korka Street,Pormpuraaw,QLD,4892,-14.898136,141.623484,,,,,
Agent,Port Broughton,,11 Bay Street,Port Broughton,SA,5522,-33.5999,137.9313,,,,,
Access Point,Port Douglas,,6-10 Mowbray Street,Port Douglas,QLD,4877,-16.4844,145.4631,,,,,
Access Point,Port Macdonnell,,7 Charles Street,Port Macdonnell,SA,5291,-38.052392,140.699019,,,,,
Access Point,Portland,,20 Green Street,Portland,NSW,2847,-33.3533,149.9739,,,,,
Agent,Poruma Island,Coconut Island,Cnr Mimia & Olandi Streets,Poruma Island,QLD,4875,-10.050189,143.065089,,,,,
Agent,Pottsville Beach,,10b - 12a Elizabeth Street,Pottsville Beach,NSW,2489,-28.391,153.5638,,,,,
Agent,Pukatja,Ernabella,Pukatja Community Via,Pukatja,SA,872,-26.27465,132.13146,,,,,
Agent,Punmu,,Punmu Community,Punmu,WA,6762,-22.044207,123.123177,,,,,
Access Point,Pyramid Hill,,43-45 unit 5/8  Kelly street,Pyramid Hill,VIC,3575,-36.052,144.114,,,,,
Access Point,Quairading,,1 Parker Street,Quairading,WA,6383,-32.0082,117.4003,,,,,
Access Point,Quambatook,,8 Guthrie Street,Quambatook,VIC,3540,-35.8507,143.5166,,,,,
Agent,Queenstown,,9-13 Driffield Street,Queenstown,TAS,7467,-42.082,145.5599,,,,,
Access Point,Quilpie,,50 Brolga Street,Quilpie,QLD,4480,-26.613677,144.266247,,,,,
Agent,Quirindi,,Shop 5/6 4 Station Street,Quirindi,NSW,2343,-31.505507,150.680014,,,,,
Agent,Ramingining,,Ramingining Council Office,Ramingining,NT,822,-12.331151,134.927533,,,,,
Access Point,Ravenshoe,,3 Bolton Street,Ravenshoe,QLD,4888,-17.613122,145.48115,,,,,
Access Point,Ravensthorpe,,Dunn Street,Ravensthorpe,WA,6346,-33.5813,120.044,,,,,
Access Point,Red Gum Store,,Red Gum Store,Red Gum Store,NT,872,-22.408482,135.113069,,,,,
Access Point,Richmond,,76 Goldring Street,Richmond,QLD,4822,-20.731548,143.142882,,,,,
Access Point,Rittarangu,Yugul Mangi,Lot 8 Rittarangu Community,Rittarangu,NT,852,-14.709069,134.567147,,,,,
Access Point,Robe,,Mundy Terrace,Robe,SA,5276,-37.1628,139.7562,,,,,
Access Point,Robertstown,,7 Commercial Street,Robertstown,SA,5381,-33.989882,139.079591,,,,,
Agent,Robinson River,Mungoobada,"Lot 5, Robinson River Community",Robinson River,NT,852,-16.758186,136.983856,,,,,
Agent,Robinvale,,68-72 Herbert Street,Robinvale,VIC,3549,-34.587401,142.774653,,,,,
Agent,Roebourne,Ngurin,46 Roe Street,Roebourne,WA,6718,-20.77168,117.144138,,,,,
Access Point,Rollingstone,,44 Community Crescent,Rollingstone,QLD,4816,-19.0435,146.3916,,,,,
Agent,Roma,,56-58 Gregory Street,Roma,QLD,4455,-26.5733,148.79373,,,,,
Agent,Rosebery,,8 Agnes Street,Rosebery,TAS,7470,-41.7805,145.5406,,,,,
Access Point,Roxby Downs,,24 Tutop St,Roxby Downs,SA,5725,-30.563054,136.895462,,,,,
Access Point,Rushworth,,67 High Street,Rushworth,VIC,3612,-36.5871,145.0169,,,,,
Agent,Saibai Island,,Lot 26 Main Road,Saibai Island,QLD,4875,-9.380246,142.624179,,,,,
Access Point,Sanctuary Point,,"Shop 1, 204 Kerry Street",Sanctuary Point,NSW,2540,-35.105601,150.625034,,,,,
Access Point,Sarina,,65 Broad Street,Sarina,QLD,4737,-21.421322,149.216133,,,,,
Access Point,Scotdesco,,Eyre Highway,Scotdesco,SA,5690,-31.839207,132.679409,,,,,
Agent,Scottsdale,,51 King Street,Scottsdale,TAS,7260,-41.1581,147.5169,,,,,
Access Point,Sea Lake,,100 Best Street,Sea Lake,VIC,3533,-35.5049,142.8477,,,,,
Agent,Seisia,,72 Tumema Street,Seisia,QLD,4876,-10.856169,142.367166,,,,,
Agent,Sheffield,,64 High Street,Sheffield,TAS,7306,-41.3824,146.3246,,,,,
Agent,Smithton,,134 Nelson Street,Smithton,TAS,7330,-40.8424,145.1233,,,,,
Agent,South West Rocks,,9 Ocean Drive,South West Rocks,NSW,2431,-30.8922,153.0441,,,,,
Access Point,Southern Cross,,Canopus Street,Southern Cross,WA,6426,-31.2309,119.3256,,,,,
Agent,St Arnaud,,85 Napier Street,St Arnaud,VIC,3478,-36.6143,143.2572,,,,,
Agent,St George,,88-90 The Terrace,St George,QLD,4487,-28.038017,148.576929,,,,,
Agent,St Helens,,65 Cecilia Street,St Helens,TAS,7216,-41.3226,148.2441,,,,,
Agent,St Pauls,St Pauls Community,Lot 156 St Pauls Community,St Pauls,QLD,4875,-10.183806,142.334483,,,,,
Access Point,Stanhope,,25 Birdwood Avenue,Stanhope,VIC,3623,-36.445814,144.984083,,,,,
Access Point,Stephens Island,Ugar,Lot 1 Randall Street,Stephens Island,QLD,4875,-9.506545,143.545797,,,,,
Agent,Stradbroke Island,Dunwich,100 East Coast Road,Stradbroke Island,QLD,4183,-27.494571,153.404252,,,,,
Agent,Streaky Bay,,21 Bay Road,Streaky Bay,SA,5680,-32.7991,134.2125,,,,,
Agent,Surat,,62 Burrowes Street,Surat,QLD,4417,-27.151718,149.069195,,,,,
Access Point,Sussex Inlet,,161-163 Jacobs Drive,Sussex Inlet,NSW,2540,-35.1648,150.5917,,,,,
Access Point,Swansea,,2/1 Victoria Street,Swansea,TAS,7190,-42.123018,148.073494,,,,,
Access Point,Tabulam,,14a Jubullum Street,Tabulam,NSW,2469,-28.894624,152.528908,,,,,
Access Point,Talbingo,,4/49 Lampe Street,Talbingo,NSW,2720,-35.5802,148.3025,,,,,
Access Point,Tambellup,,34 Norrish Street,Tambellup,WA,6320,-34.0401,117.6391,,,,,
Access Point,Tambo,,24 Arthur Street,Tambo,QLD,4478,-24.8844,146.2541,,,,,
Access Point,Tara NA,Neutral Junction Station,Neutral Junction Station Store via,Tara NA,NT,872,-21.514578,133.986383,,,,,
Agent,Tara SQ,,49 Day Street,Tara SQ,QLD,4421,-27.2765,150.4609,,,,,
Access Point,Taroom,,10 Yaldwyn Street,Taroom,QLD,4420,-25.6302,149.8522,,,,,
Agent,Temora,,221-225 Hoskins Street,Temora,NSW,2666,-34.4462,147.5332,,,,,
Agent,Tenterfield,,279 Rouse Street,Tenterfield,NSW,2372,-29.046894,152.020228,,,,,
Access Point,Terang,,66-68 High Street,Terang,VIC,3264,-38.2404,142.9163,,,,,
Access Point,Texas,,40 High Street,Texas,QLD,4385,-28.8549,151.167,,,,,
Agent,Thargomindah,,Dowling Street,Thargomindah,QLD,4492,-27.99849,143.828604,,,,,
Access Point,Theodore,,92 The Boulevard,Theodore,QLD,4719,-24.94297,150.075624,,,,,
Agent,Ti Tree,Anmatjere,"Spencer Street, Ti Tree Via",Ti Tree,NT,872,-22.128816,133.415121,,,,,
Access Point,Tibooburra,,1 Silver City Hwy,Tibooburra,NSW,2880,-29.4317,142.0105,,,,,
Agent,Timber Creek,,27 WIlson Street,Timber Creek,NT,852,-15.644974,130.467625,,,,,
Agent,Tin Can Bay,,1 Buchanan Street,Tin Can Bay,QLD,4580,-25.9099,153.0058,,,,,
Access Point,Tingha,,7 Opal Street,Tingha,NSW,2369,-29.9554,151.2117,,,,,
Agent,Titjikala,,"Lot 52, 52 Walawaru Road",Titjikala,NT,872,-24.673346,134.076163,,,,,
Access Point,Tjirrkarli,,"Lot 13, Second St, Tjirrkarli Community Via",Tjirrkarli,WA,872,-26.001452,125.471623,,,,,
Access Point,Tjukurla,,"Lot 28, Tjukurla Community Via",Tjukurla,WA,872,-24.3475,128.719587,,,,,
Agent,Tjuntjuntjara,,Tjuntunjara Community,Tjuntjuntjara,WA,6430,-29.341534,127.096706,,,,,
Agent,Tjuwanpa,Twumpa,Tjuwampa Outstation Resource Centre,Tjuwanpa,NT,872,-23.935585,132.634671,,,,,
Access Point,Tocumwal,,10 Deniliquin Street,Tocumwal,NSW,2714,-35.812107,145.565438,,,,,
Agent,Tom Price,,"Lot 2, Stadium Road",Tom Price,WA,6751,-22.6936,117.7927,,,,,
Access Point,Toodyay,,111 Stirling Terrace,Toodyay,WA,6566,-31.55,116.4676,,,,,
Agent,Toomelah - Boggabilla,Goondiwindi,Tucka Tucka Road,Toomelah - Boggabilla,NSW,2409,-28.6702,150.4792,,,,,
Access Point,Tottenham,,69 Umang Street,Tottenham,NSW,2873,-32.2416,147.3693,,,,,
Agent,Triabunna,,17 Vicary Street,Triabunna,TAS,7190,-42.5045,147.9154,,,,,
Access Point,Tullamore,,1 Hinkler Street,Tullamore,NSW,2874,-32.631953,147.564038,,,,,
Agent,Tully,,54 Bryant St,Tully,QLD,4854,-17.9296,145.9228,,,,,
Agent,Tumbarumba,,10 Bridge Street,Tumbarumba,NSW,2653,-35.7772,148.0099,,,,,
Agent,Ulong,,70 Pine Avenue,Ulong,NSW,2450,-30.2412,152.8864,,,,,
Access Point,Ultima,,2-6 Dillon Street,Ultima,VIC,3544,-35.4752,143.265,,,,,
Agent,Umagico,,4 Charlie Street,Umagico,QLD,4876,-10.892775,142.35315,,,,,
Agent,Umbakumba,,Lot 229 Mamarika Street,Umbakumba,NT,822,-13.857075,136.812794,,,,,
Access Point,Urana,,30-32 William Street,Urana,NSW,2645,-35.3317,146.2689,,,,,
Access Point,Urandangi,The Dangi,Cnr Hutton & Margaret Streets - Urandangi,Urandangi,QLD,4825,-21.609664,138.316822,,,,,
Access Point,Wagait Beach,Ironstone,Wagait Beach Via,Wagait Beach,NT,801,-12.439965,130.745877,,,,,
Agent,Wagin,,46-48 Tudhoe Street,Wagin,WA,6315,-33.308963,117.34327,,,,,
Agent,Waikerie,,11 White St,Waikerie,SA,5330,-34.1809,139.9867,,,,,
Agent,Walcha,,Oxley Highway,Walcha,NSW,2354,-30.9826,151.5928,,,,,
Agent,Wallace Rockhole,Ulana,"Lot 69, Wallace Rockhole Community Via",Wallace Rockhole,NT,872,-24.124952,133.084921,,,,,
Agent,Wallaga Lake,,13 Umbarra Road,Wallaga Lake,NSW,2546,-36.3541,150.069,,,,,
Access Point,Wallan,,42 Bentinck Street,Wallan,VIC,3756,-37.4127,144.9792,,,,,
Access Point,Wallerawang,,Main Street,Wallerawang,NSW,2845,-33.416,150.069,,,,,
Access Point,Walpole,,Latham Avenue,Walpole,WA,6398,-34.9783,116.7335,,,,,
Agent,Wanarn,,"Lot 26, Wanarn Community Via",Wanarn,WA,872,-25.283438,127.542396,,,,,
Access Point,Wandering,,18 Watts Street,Wandering,WA,6308,-32.6785,116.6704,,,,,
Agent,Wangkatjungka,Christmas Creek,Christmas Ck-Beefwood Pk Rd,Wangkatjungka,WA,6728,-18.87962,125.91588,,,,,
Agent,Warakurna,Ngaanyatjarra-Giles,"Lot 7, Warakurna Community",Warakurna,WA,872,-25.000184,128.286558,,,,,
Agent,Warialda,,41 Hope Street,Warialda,NSW,2402,-29.5405,150.574,,,,,
Agent,Warmun,Turkey Creek,"Warmun Council Office, Warmun Community",Warmun,WA,6743,-17.028438,128.213259,,,,,
Access Point,Waroona,,10 Henning Street,Waroona,WA,6215,-32.8455,115.9223,,,,,
Agent,Warraber Island,,Lot 52 Ganaia Street,Warraber Island,QLD,4875,-10.206109,142.82465,,,,,
Agent,Warracknabeal,,63-65 Scott Street,Warracknabeal,VIC,3393,-36.25505,142.396204,,,,,
Agent,Warren,,4 Burton Street,Warren,NSW,2824,-31.7004,147.8342,,,,,
Agent,Warruwi,Goulburn Island,Lot 53 Warruwi Community ,Warruwi,NT,822,-11.6491,133.3896,,,,,
Agent,Wedderburn,,24 Wilson Street,Wedderburn,VIC,3518,-36.4188,143.6124,,,,,
Agent,Wee Waa,,77b Rose Street,Wee Waa,NSW,2388,-30.222834,149.440494,,,,,
Agent,Wellington,,27 Swift Street,Wellington,NSW,2820,-32.5563,148.9467,,,,,
Agent,Welshpool,,14 Main Street,Welshpool,VIC,3966,-38.6651,146.4343,,,,,
Agent,Werris Creek,,59 Single Street,Werris Creek,NSW,2341,-31.350061,150.647574,,,,,
Access Point,West Arthur,Darkan,27-29 Burrows Street,West Arthur,WA,6392,-33.3364,116.7409,,,,,
Agent,West Wyalong,,147 Main St,West Wyalong,NSW,2671,-33.92349,147.205201,,,,,
Access Point,White Cliffs,,Corner Keraro Road & Johnston Street,White Cliffs,NSW,2836,-30.8485,143.1074,,,,,
Access Point,Whitemark,Flinders Island,2 Lagoon Road,Whitemark,TAS,7255,-40.1118565,148.018556,,,,,
Agent,Wilcannia,,35 Reid Street,Wilcannia,NSW,2836,-31.559118,143.379445,,,,,
Access Point,Willaura,,84 Main Street,Willaura,VIC,3379,-37.5438,142.7416,,,,,
Access Point,Williams,,5 Brooking Street,Williams,WA,6391,-33.026,116.8799,,,,,
Agent,Willowra,Wirliyatjarrayi,"Lot 36, 8 Pawu Street",Willowra,NT,872,-21.247686,132.610352,,,,,
Access Point,Wilora,Stirling Station,Stirling Station Store via,Wilora,NT,872,-21.741353,133.731412,,,,,
Agent,Wiluna,Ngurra Yuldoo,51-55 Wotton Street,Wiluna,WA,6646,-26.596878,120.225597,,,,,
Agent,Winton,,75 Elderslie St,Winton,QLD,4735,-22.3875,143.0431,,,,,
Access Point,Wongan Hills,,Lot 1 Wongan Road,Wongan Hills,WA,6603,-30.8896,116.717,,,,,
Agent,Woodycupaldiya,,Woodycupaldiya Community,Woodycupaldiya,NT,822,-13.859102,130.00096,,,,,
Agent,Woolgoolga,,35 Beach St,Woolgoolga,NSW,2456,-30.1131,153.1939,,,,,
Agent,Woorabinda,,113 Munns Drive,Woorabinda,QLD,4713,-24.133841,149.460663,,,,,
Agent,Wreck Bay,,Wreck Bay Village,Wreck Bay,ACT,2540,-35.165929,150.691554,,,,,
Access Point,Wudinna,,"Ramsey Building, 44 Eyre Highway",Wudinna,SA,5652,-33.0477,135.4577,,,,,
Agent,Wujal Wujal,,111 Hartwig Street,Wujal Wujal,QLD,4895,-15.94545,145.318785,,,,,
Agent,Wutunugurra,Epenarra,Lot 53 Wutunugurra Community,Wutunugurra,NT,872,-20.462621,135.250563,,,,,
Access Point,Wyalkatchem,,Lot 5700 Railway Terrace,Wyalkatchem,WA,6485,-31.1796,117.3812,,,,,
Access Point,Wycheproof,,280 Broadway,Wycheproof,VIC,3527,-36.077475,143.226168,,,,,
Agent,Wyndham,,Lot 471 Great Northern Highway,Wyndham,WA,6740,-15.483562,128.117696,,,,,
Agent,Yakanarra,,Yakanarra Community,Yakanarra,WA,6768,-18.670837,125.297544,,,,,
Agent,Yalata,,Anangu Services Building,Yalata,SA,5690,-31.479315,131.845328,,,,,
Agent,Yalgoo,,24 Gibbons Street,Yalgoo,WA,6635,-28.3398,116.6789,,,,,
Agent,Yam Island,Iama Island,Lot 1 Church Road,Yam Island,QLD,4875,-9.898579,142.770639,,,,,
Agent,Yandeyarra,Mugarinya,Mugarinya Community,Yandeyarra,WA,6760,-21.284234,118.405101,,,,,
Access Point,Yarra Junction,,2463 Warburton Highway,Yarra Junction,VIC,3797,-37.781523,145.614496,,,,,
Agent,Yarrabah Back Beach,,207 Back Beach Road,Yarrabah Back Beach,QLD,4871,-16.950268,145.888926,,,,,
Agent,Yarralin,,"Lot 56, Victoria Daly Regional Council",Yarralin,NT,852,-16.446959,130.8841,,,,,
Agent,Yarram,,292 Commercial Road,Yarram,VIC,3971,-38.5621,146.6741,,,,,
Agent,Yarrawonga,,1 Hargrave Court,Yarrawonga,VIC,3730,-36.0099,146.0049,,,,,
Access Point,Yeoval,,Cnr Forbes And Obley Street,Yeoval,NSW,2868,-32.7555,148.6526,,,,,
Agent,Yirrkala,,86 Galpu Rd,Yirrkala,NT,880,-12.2527916,136.8916806,,,,,
Access Point,York,,89 Avon Terrace,York,WA,6302,-31.8911,116.7675,,,,,
Agent,Yorke Island,,Cnr Barneys & Dan Streets,Yorke Island,QLD,4875,-9.752881,143.405648,,,,,
Agent,Yorketown,,33 Stansbury Road,Yorketown,SA,5576,-35.0152,137.618,,,,,
Agent,Yuelamu,Mt Allan,"Lot 1, Arrunge Cres., Yuelamu Community Via",Yuelamu,NT,872,-22.25944,132.204924,,,,,
Agent,Yungngora,Nookanbah,Yungngora Community,Yungngora,WA,6765,-18.503094,124.826961,,,,,
Agent,Zeehan,,27 Belstead Street,Zeehan,TAS,7469,-41.8813,145.34,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
